unit_code;cocunut;ctype_code;ctype_name;rating;default_flag;dqi
TBSK;208343;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;205061;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176535;3;Corporates;CORP_10;T;OK
AVAL;306770;3;Corporates;CORP_10;T;OK
RBI;172941;3;Corporates;CORP_10;T;OK
AVAL;335980;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;134826;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;280596;3;Corporates;CORP_10;T;OK
AREALE;701849;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;178418;3;Corporates;CORP_10;T;OK
RLRS;130868;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;447070;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;853789;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;138302;3;Corporates;CORP_10;T;OK
TBSK;160854;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;344731;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;539004;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;331922;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;592713;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222046;6;Small Medium Business (SMB);SME_10;T;OK
RBI;776446;3;Corporates;CORP_10;T;OK
CASRS;162917;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;2298759;59;Multilateral Development Banks - Other;FIN_10;T;OK
RBHU;509466;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;307629;3;Corporates;CORP_10;T;OK
AVAL;344769;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;45170;3;Corporates;CORP_10;T;OK
RBRU;628258;3;Corporates;CORP_10;T;OK
TBSK;207833;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;1231436;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;309823;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;217682;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222538;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;138405;3;Corporates;CORP_10;T;OK
RBBH;189970;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;154704;3;Corporates;CORP_10;T;OK
RBBG;194396;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1348155;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;130603;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;224432;3;Corporates;CORP_10;T;OK
TBSK;845187;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;221930;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;295824;3;Corporates;CORP_10;T;OK
AVAL;303783;6;Small Medium Business (SMB);SME_10;T;OK
RAL;87834;3;Corporates;CORP_10;T;OK
AVAL;177010;3;Corporates;CORP_10;T;OK
RBHU;765264;3;Corporates;CORP_10;T;OK
RBI;489697;3;Corporates;CORP_10;T;OK
AVAL;222504;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;662100;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;39133;3;Corporates;CORP_10;T;OK
RBHU;215308;3;Corporates;CORP_10;T;OK
RBBY;705036;3;Corporates;CORP_10;T;OK
RBCZ;133755;3;Corporates;CORP_10;T;OK
AVAL;1364363;6;Small Medium Business (SMB);SME_10;T;OK
RLRS;1811557;3;Corporates;CORP_10;T;OK
TBSK;100890;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;471743;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;182288;3;Corporates;CORP_10;T;OK
RBRO;464311;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;407356;3;Corporates;CORP_10;T;OK
RBRS;468854;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;294075;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;124047;3;Corporates;CORP_10;T;OK
RBRO;733659;3;Corporates;CORP_10;T;OK
RBRO;653096;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;144236;36;Private Individual (Non-Retail);CORP_10;T;OK
AVAL;291177;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;165739;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;148560;3;Corporates;CORP_10;T;OK
RBHU;153898;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;388906;3;Corporates;CORP_10;T;OK
RBHU;85898;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;128422;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;172558;3;Corporates;CORP_10;T;OK
AVAL;324851;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;172943;3;Corporates;CORP_10;T;OK
RBHR;234733;3;Corporates;CORP_10;T;OK
TBSK;100054;18;Specialised Lending Project (excl. Commodity);CORP_10;T;OK
AVAL;345993;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;149424;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;128616;3;Corporates;CORP_10;T;OK
RBRU;166658;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;92227;3;Corporates;CORP_10;T;OK
RLBH;128383;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;466877;3;Corporates;CORP_10;T;OK
RLBH;128523;3;Corporates;CORP_10;T;OK
RBAL;920427;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;280480;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;320310;3;Corporates;CORP_10;T;OK
RLRO;166885;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;473318;3;Corporates;CORP_10;T;OK
RBHR;108906;3;Corporates;CORP_10;T;OK
AREALE;715363;3;Corporates;CORP_10;T;OK
AVAL;219877;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;683513;3;Corporates;CORP_10;T;OK
AVAL;221742;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;247711;3;Corporates;SME_10;T;OK
RBRU;105637;3;Corporates;CORP_10;T;OK
RBBH;1491069;3;Corporates;CORP_10;T;OK
RBHU;288646;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;88556;3;Corporates;CORP_10;T;OK
RBBG;174564;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1347259;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;309870;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219659;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176821;3;Corporates;CORP_10;T;OK
TLSK;1318965;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;741177;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;178233;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;164071;3;Corporates;CORP_10;T;OK
AVAL;1620920;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;133398;3;Corporates;CORP_10;T;OK
RBHU;72408;3;Corporates;CORP_10;T;OK
RBBG;97901;6;Small Medium Business (SMB);CORP_10;T;OK
RBHU;74978;3;Corporates;CORP_10;T;OK
RBRO;1268805;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;514959;3;Corporates;CORPL_10;T;OK
RBRS;292498;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;281673;6;Small Medium Business (SMB);CORP_10;T;OK
RBAL;683872;3;Corporates;CORP_10;T;OK
AVAL;219782;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;148648;3;Corporates;CORP_10;T;OK
AVAL;699381;3;Corporates;CORP_10;T;OK
RBHU;117271;3;Corporates;CORP_10;T;OK
AVAL;177130;3;Corporates;CORP_10;T;OK
ALEASS;804800;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;701999;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;322523;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;198287;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;503006;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;176302;3;Corporates;CORP_10;T;OK
RBRS;516236;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;207627;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;177936;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;649779;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
AREALE;715364;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;107063;3;Corporates;CORP_10;T;OK
TLSK;1310677;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;265171;34;Other Administrative Body or Non-Commercial Undertaking;CORP_10;T;OK
AVAL;176518;3;Corporates;CORP_10;T;OK
RLCZ;437248;3;Corporates;CORP_10;T;OK
AVAL;315103;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;327793;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;1877126;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;702732;3;Corporates;CORP_10;T;OK
RBBH;165846;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;318052;3;Corporates;CORP_10;T;OK
RBI;103735;12;Central Goverment;SOV_10;T;OK
RBRO;442323;3;Corporates;CORP_10;T;OK
RBAL;232938;3;Corporates;CORP_10;T;OK
RLBH;317494;3;Corporates;CORP_10;T;OK
AVAL;222323;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1566517;3;Corporates;CORP_10;T;OK
RBRO;439960;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;117457;3;Corporates;CORP_10;T;OK
RBRU;1501314;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;403573;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;487021;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;210657;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;314728;6;Small Medium Business (SMB);SME_10;T;OK
RBI;204659;3;Corporates;CORP_10;T;OK
RLRS;304198;3;Corporates;CORP_10;T;OK
RBBH;127644;3;Corporates;CORP_10;T;OK
AVAL;216042;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;465325;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;186170;4;Government-Owned Commercial Undertaking;CORP_10;T;OK
RBRS;136087;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;110735;3;Corporates;CORP_10;T;OK
RBHR;743736;3;Corporates;CORP_10;T;OK
AVAL;219903;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;108021;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;539492;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;75780;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;72247;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;234921;3;Corporates;CORP_10;T;OK
RLRU;707134;3;Corporates;CORP_10;T;OK
RBHR;134405;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;193450;3;Corporates;CORP_10;T;OK
RBRS;118887;3;Corporates;CORP_10;T;OK
AVAL;176917;3;Corporates;CORP_10;T;OK
AVAL;271327;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;172425;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;175039;3;Corporates;CORP_10;T;OK
RBRO;246969;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;206103;3;Corporates;CORP_10;T;OK
RLRS;143281;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;123992;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;736057;3;Corporates;CORP_10;T;OK
RBRU;168397;3;Corporates;CORP_10;T;OK
AVAL;290535;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;298506;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;352825;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;271766;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;238819;3;Corporates;CORP_10;T;OK
AVAL;217066;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;227902;3;Corporates;CORP_10;T;OK
AVAL;189310;3;Corporates;CORP_10;T;OK
RBAL;665346;3;Corporates;CORP_10;T;OK
RBBG;1566248;3;Corporates;CORP_10;T;OK
ALEASS;702743;3;Corporates;CORP_10;T;OK
RBRO;106483;3;Corporates;SME_10;T;OK
RBHR;139745;3;Corporates;CORP_10;T;OK
CASRS;136789;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;443380;3;Corporates;CORP_10;T;OK
RBRU;209585;3;Corporates;CORP_10;T;OK
RBBG;96759;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;432284;3;Corporates;CORP_10;T;OK
RBRU;874380;3;Corporates;CORP_10;T;OK
RBAL;530876;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;882126;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222532;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;715378;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;190928;3;Corporates;CORP_10;T;OK
RBILEG;285144;3;Corporates;CORP_10;T;OK
AVAL;341196;3;Corporates;CORP_10;T;OK
ALEASS;753657;3;Corporates;CORP_10;T;OK
RBRU;226819;3;Corporates;CORP_10;T;OK
RBCZ;2047424;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
ALEASS;702372;3;Corporates;CORP_10;T;OK
RBI;743007;3;Corporates;CORP_10;T;OK
RBHU;204474;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;670676;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;102066;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;542818;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;314778;3;Corporates;CORP_10;T;OK
AVAL;299015;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;150704;3;Corporates;CORP_10;T;OK
RBI;774432;3;Corporates;CORP_10;T;OK
AREALE;702193;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;647487;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;303924;3;Corporates;CORP_10;T;OK
RBBH;1556949;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;536875;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;440235;3;Corporates;CORP_10;T;OK
AVAL;321422;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;166407;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;126484;3;Corporates;CORP_10;T;OK
RBCZ;171016;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702514;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;165076;3;Corporates;CORP_10;T;OK
RBRO;247389;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;178591;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;307374;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;271919;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;98890;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;101920;3;Corporates;CORP_10;T;OK
AVAL;314783;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;193288;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1913157;6;Small Medium Business (SMB);SME_10;T;OK
RLRS;323817;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;280427;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;308774;3;Corporates;CORP_10;T;OK
RBRU;1636176;3;Corporates;CORP_10;T;OK
RBRO;147350;3;Corporates;CORP_10;T;OK
RLBG;123481;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;321264;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;497206;3;Corporates;CORP_10;T;OK
AVAL;388919;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;710424;3;Corporates;CORP_10;T;OK
AVAL;307670;3;Corporates;CORP_10;T;OK
AREALE;702573;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;192863;3;Corporates;CORP_10;T;OK
RLRS;1893341;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219119;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;235181;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;706274;39;Associations;CORP_10;T;OK
AVAL;267664;3;Corporates;CORP_10;T;OK
RBRO;246811;6;Small Medium Business (SMB);SME_10;T;OK
RLSI;106275;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219852;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319985;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222159;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;331561;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;306800;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;442989;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;519535;3;Corporates;CORP_10;T;OK
RBRS;1616662;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1815129;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;148046;3;Corporates;CORP_10;T;OK
AVAL;176460;3;Corporates;CORP_10;T;OK
RBRO;699347;3;Corporates;CORP_10;T;OK
AVAL;241412;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702335;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;691496;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;227771;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;319568;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;290134;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;140680;3;Corporates;CORP_10;T;OK
RBRU;624626;3;Corporates;CORP_10;T;OK
RBRU;935665;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219999;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;307031;3;Corporates;CORP_10;T;OK
AVAL;304140;3;Corporates;CORP_10;T;OK
RBRO;958215;39;Associations;CORP_10;T;OK
AVAL;172892;3;Corporates;CORP_10;T;OK
RBKO;148557;3;Corporates;CORP_10;T;OK
RBBG;97584;3;Corporates;CORP_10;T;OK
RBRS;647459;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;205230;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1503614;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;108243;3;Corporates;CORP_10;T;OK
RLHR;280831;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;165874;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176197;3;Corporates;CORP_10;T;OK
TBSK;128663;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216066;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;436543;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;160815;3;Corporates;CORP_10;T;OK
RBBG;268699;3;Corporates;CORP_10;T;OK
RBHR;107656;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;89739;3;Corporates;CORP_10;T;OK
RBRU;209583;3;Corporates;CORP_10;T;OK
RBI;221608;3;Corporates;CORP_10;T;OK
RBRU;280820;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;209569;3;Corporates;CORP_10;T;OK
RBHU;301970;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;170952;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;296300;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;805131;3;Corporates;CORP_10;T;OK
AVAL;178990;3;Corporates;CORP_10;T;OK
TLSK;1927438;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;1598123;3;Corporates;CORP_10;T;OK
RBCZ;507077;3;Corporates;CORP_10;T;OK
RBRO;124222;3;Corporates;CORP_10;T;OK
AVAL;309859;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;471642;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;125816;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;702720;3;Corporates;CORP_10;T;OK
RBCZ;242616;3;Corporates;CORP_10;T;OK
RLSI;720663;6;Small Medium Business (SMB);SME_10;T;OK
RRRS;147991;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;179402;3;Corporates;CORP_10;T;OK
TBSK;797506;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;172958;3;Corporates;CORP_10;T;OK
RBRO;756374;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;144750;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;187129;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1488449;3;Corporates;CORP_10;T;OK
RBRO;1206943;3;Corporates;SME_10;T;OK
RBRU;209530;3;Corporates;CORP_10;T;OK
AVAL;777116;3;Corporates;CORP_10;T;OK
AVAL;537511;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;183454;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;173160;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1201298;4;Government-Owned Commercial Undertaking;CORP_10;T;OK
RBRO;630314;3;Corporates;CORP_10;T;OK
RBRU;1313641;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;871693;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;124471;3;Corporates;CORP_10;T;OK
RBBG;452006;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;140037;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RBBG;191006;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;730403;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;1310269;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;281293;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;2150087;3;Corporates;CORP_10;T;OK
RBRO;652798;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;147815;3;Corporates;CORP_10;T;OK
RBI;392957;3;Corporates;CORP_10;T;OK
RBHU;1242201;3;Corporates;CORP_10;T;OK
AVAL;236209;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;530442;4;Government-Owned Commercial Undertaking;CORP_10;T;OK
RBBY;1876769;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;533155;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;701911;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;104122;3;Corporates;CORP_10;T;OK
RLBH;182679;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;226512;6;Small Medium Business (SMB);SME_10;T;OK
RLHR;107853;3;Corporates;CORP_10;T;OK
AVAL;780046;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1809104;3;Corporates;CORP_10;T;OK
RBRU;496598;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;526773;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;1611542;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;127531;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;312922;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702346;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319047;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;201204;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;1444836;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;242549;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;1987979;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;466854;3;Corporates;CORP_10;T;OK
RBHR;107762;3;Corporates;CORP_10;T;OK
RBRO;528977;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216024;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;710514;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;107774;3;Corporates;CORP_10;T;OK
AVAL;329827;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;112985;3;Corporates;CORP_10;T;OK
RBI;121349;36;Private Individual (Non-Retail);CORP_10;T;OK
RBRO;1353356;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;155682;3;Corporates;CORP_10;T;OK
ALEASS;702577;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222733;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;658517;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;178449;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;137176;6;Small Medium Business (SMB);SME_10;T;OK
RBI;933887;3;Corporates;CORP_10;T;OK
RLBG;330488;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;1364542;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;161228;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;166786;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;210595;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;190935;6;Small Medium Business (SMB);SME_10;T;OK
RBI;1611873;3;Corporates;CORP_10;T;OK
RBRO;523213;3;Corporates;CORP_10;T;OK
RBHU;955309;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;166200;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;175958;3;Corporates;CORP_10;T;OK
RBCZ;511116;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;281074;3;Corporates;CORP_10;T;OK
RBHU;111160;3;Corporates;CORP_10;T;OK
RBRS;159910;3;Corporates;CORP_10;T;OK
RBCZ;1231634;3;Corporates;CORP_10;T;OK
TBSK;600589;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;138482;3;Corporates;CORP_10;T;OK
RBHU;313934;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1855681;3;Corporates;CORP_10;T;OK
RBRO;239054;6;Small Medium Business (SMB);SME_10;T;OK
RBI;195622;3;Corporates;CORP_10;T;OK
RBHR;107352;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;112374;3;Corporates;CORP_10;T;OK
TBSK;100949;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;326209;3;Corporates;CORP_10;T;OK
AVAL;682743;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1040826;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RBHU;75519;3;Corporates;CORP_10;T;OK
RBCZ;178589;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;719003;3;Corporates;SME_10;T;OK
RLRO;173154;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;315144;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;160155;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;1350054;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;259601;3;Corporates;CORP_10;T;OK
CASRS;946044;3;Corporates;CORP_10;T;OK
TBSK;101770;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;226111;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;1239538;3;Corporates;CORP_10;T;OK
RLBY1;204879;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;270497;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;91291;3;Corporates;CORP_10;T;OK
RLRO;107019;3;Corporates;CORP_10;T;OK
RBRS;130357;3;Corporates;CORP_10;T;OK
AVAL;219795;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176514;3;Corporates;CORP_10;T;OK
RBRO;646941;3;Corporates;CORP_10;T;OK
TBSK;100593;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;429819;3;Corporates;CORP_10;T;OK
AVAL;281200;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;120794;3;Corporates;CORP_10;T;OK
RBHU;184718;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;591167;3;Corporates;CORP_10;T;OK
RBI;694523;3;Corporates;CORP_10;T;OK
RBRU;723830;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;691780;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;280731;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;662332;62;Retail customers with Non-Retail treatment;CORP_10;T;OK
RBHU;111225;3;Corporates;CORP_10;T;OK
RBRU;695643;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;189978;3;Corporates;CORP_10;T;OK
RLRS;2113025;3;Corporates;CORP_10;T;OK
RBBG;480342;62;Retail customers with Non-Retail treatment;CORP_10;T;OK
TBSK;732446;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;210420;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;134791;3;Corporates;CORP_10;T;OK
